Replicate,Receptor,Peptide,ATP,Date,concentration,luminescence,norm_luminescence
5,PFHa.R036,PFHa,87727.8332722,2022_07_15,1e-8,28076.8433969,71.74207543027894
5,PFHa.R036,PFHa,87727.8332722,2022_07_15,1e-7,29058.3271253,74.35336794849972
5,PFHa.R036,PFHa,87727.8332722,2022_07_15,1e-6,38697.9028799,100
5,PFHa.R036,PFHa,87727.8332722,2022_07_15,1e-5,33686.0692029,86.66573535085307
5,PFHa.R036,PFHa,87727.8332722,2022_07_15,1e-4,33593.0564794,86.4182697821973
6,PFHa.R036,PFHa,56221.3655851,2022_07_15,0,1113.102576,0
6,PFHa.R036,PFHa,56221.3655851,2022_07_15,1e-13,1881.4060987,2.265791834983966
6,PFHa.R036,PFHa,56221.3655851,2022_07_15,1e-12,2954.1065656,5.429275910579639
6,PFHa.R036,PFHa,56221.3655851,2022_07_15,1e-11,2840.1850939,5.093311890136111
6,PFHa.R036,PFHa,56221.3655851,2022_07_15,1e-10,5595.0091575,13.217520208466953
6,PFHa.R036,PFHa,56221.3655851,2022_07_15,1e-9,16932.4372972,46.652551221178086
6,PFHa.R036,PFHa,56221.3655851,2022_07_15,1e-8,21907.363645,61.32402826826862
6,PFHa.R036,PFHa,56221.3655851,2022_07_15,1e-7,22820.6403678,64.01735828754167
6,PFHa.R036,PFHa,56221.3655851,2022_07_15,1e-6,28835.1678949,81.75470682174942
6,PFHa.R036,PFHa,56221.3655851,2022_07_15,1e-5,35021.9335126,100
6,PFHa.R036,PFHa,56221.3655851,2022_07_15,1e-4,24392.2948605,68.65229983311886
7,PFHa.R036,PFHa,15840.7326739,2022_07_27,0,1130.6179577,0
7,PFHa.R036,PFHa,15840.7326739,2022_07_27,1e-13,745.725799,-1.8241151067344352
7,PFHa.R036,PFHa,15840.7326739,2022_07_27,1e-12,1191.606575,0.28904267245020154
7,PFHa.R036,PFHa,15840.7326739,2022_07_27,1e-11,1458.0990852,1.5520276481100876
7,PFHa.R036,PFHa,15840.7326739,2022_07_27,1e-10,1657.5784382,2.4974179166931587
7,PFHa.R036,PFHa,15840.7326739,2022_07_27,1e-9,3014.9251822,8.930276172808103
7,PFHa.R036,PFHa,15840.7326739,2022_07_27,1e-8,2304.951558,5.565506109265063
7,PFHa.R036,PFHa,15840.7326739,2022_07_27,1e-7,2547.5085541,6.715053770419157
7,PFHa.R036,PFHa,15840.7326739,2022_07_27,1e-6,6092.1482182,23.51412492077378
7,PFHa.R036,PFHa,15840.7326739,2022_07_27,1e-5,22230.83018,100
7,PFHa.R036,PFHa,15840.7326739,2022_07_27,1e-4,6915.066389,27.414171811914947
8,PFHa.R036,PFHa,16763.7799269,2022_07_27,0,706.6587635,0
8,PFHa.R036,PFHa,16763.7799269,2022_07_27,1e-13,319.5954281,-4.4248112711075125
8,PFHa.R036,PFHa,16763.7799269,2022_07_27,1e-12,995.2337681,3.2989172988818884
8,PFHa.R036,PFHa,16763.7799269,2022_07_27,1e-11,977.0894377,3.091495850457562
8,PFHa.R036,PFHa,16763.7799269,2022_07_27,1e-10,1319.1392794,7.001724116512804
8,PFHa.R036,PFHa,16763.7799269,2022_07_27,1e-9,3813.7157002,35.5190980289448
8,PFHa.R036,PFHa,16763.7799269,2022_07_27,1e-8,3081.3610049,27.147002266211008
8,PFHa.R036,PFHa,16763.7799269,2022_07_27,1e-7,2986.2665983,26.059906786841665
8,PFHa.R036,PFHa,16763.7799269,2022_07_27,1e-6,5009.8421882,49.19291696687939
8,PFHa.R036,PFHa,16763.7799269,2022_07_27,1e-5,9454.2258728,100
8,PFHa.R036,PFHa,16763.7799269,2022_07_27,1e-4,5403.2614462,53.69038755595021
9,PFHa.R036,PFHa,16321.9199878,2022_07_27,0,1042.1425254,0
9,PFHa.R036,PFHa,16321.9199878,2022_07_27,1e-13,710.3309837,-2.9309473476271934
9,PFHa.R036,PFHa,16321.9199878,2022_07_27,1e-12,1084.3232104,0.37258910943376705
9,PFHa.R036,PFHa,16321.9199878,2022_07_27,1e-11,1546.0827578,4.45138912271722
9,PFHa.R036,PFHa,16321.9199878,2022_07_27,1e-10,1692.4561336,5.744329854574373
9,PFHa.R036,PFHa,16321.9199878,2022_07_27,1e-9,1472.6255047,3.8025288087137885
9,PFHa.R036,PFHa,16321.9199878,2022_07_27,1e-8,2977.1904068,17.092604514187546
9,PFHa.R036,PFHa,16321.9199878,2022_07_27,1e-7,2249.1211006,10.661445456360049
9,PFHa.R036,PFHa,16321.9199878,2022_07_27,1e-6,5953.589113,43.38363661247787
9,PFHa.R036,PFHa,16321.9199878,2022_07_27,1e-5,12363.10815,100
9,PFHa.R036,PFHa,16321.9199878,2022_07_27,1e-4,8632.7951289,67.04951552017629
1,QWa.R069,QWa1,32126.9969353999,2022_02_15,0,1134.4348624,0
1,QWa.R069,QWa1,32126.9969353999,2022_02_15,1e-12,1341.45824679999,0.9262521335466094
1,QWa.R069,QWa1,32126.9969353999,2022_02_15,1e-11,950.9813864,-0.8207970034111262
1,QWa.R069,QWa1,32126.9969353999,2022_02_15,1e-10,1167.97657499999,0.1500704036338292
1,QWa.R069,QWa1,32126.9969353999,2022_02_15,1e-9,1438.20606239999,1.3591156522027084
1,QWa.R069,QWa1,32126.9969353999,2022_02_15,1e-8,1956.09681099999,3.6762326881602343
1,QWa.R069,QWa1,32126.9969353999,2022_02_15,1e-7,5371.12711139999,18.95556507391737
1,QWa.R069,QWa1,32126.9969353999,2022_02_15,1e-6,13114.7284525999,53.60154134567396
1,QWa.R069,QWa1,32126.9969353999,2022_02_15,1e-5,21005.8259461999,88.90743642924234
1,QWa.R069,QWa1,32126.9969353999,2022_02_15,1e-4,23485.0861486,99.99999999999999
2,QWa.R069,QWa1,41511.5908725999,2022_02_15,0,768.76086,0
2,QWa.R069,QWa1,41511.5908725999,2022_02_15,1e-12,1177.05046359999,1.5030983026327422
2,QWa.R069,QWa1,41511.5908725999,2022_02_15,1e-11,1280.36512839999,1.883446212373039
2,QWa.R069,QWa1,41511.5908725999,2022_02_15,1e-10,1463.520765,2.55772477362882
2,QWa.R069,QWa1,41511.5908725999,2022_02_15,1e-9,1448.09411039999,2.500932295593317
2,QWa.R069,QWa1,41511.5908725999,2022_02_15,1e-8,2672.521216,7.008601087297377
2,QWa.R069,QWa1,41511.5908725999,2022_02_15,1e-7,5891.83523119999,18.86034893789834
2,QWa.R069,QWa1,41511.5908725999,2022_02_15,1e-6,16520.0124731999,57.98746614018017
2,QWa.R069,QWa1,41511.5908725999,2022_02_15,1e-5,27639.5939513999,98.92366411950415
2,QWa.R069,QWa1,41511.5908725999,2022_02_15,1e-4,27931.9612232,100
3,QWa.R069,QWa1,44591.2281682,2022_02_15,0,819.8694616,0
3,QWa.R069,QWa1,44591.2281682,2022_02_15,1e-12,1195.53145699999,1.2088393532142983
3,QWa.R069,QWa1,44591.2281682,2022_02_15,1e-11,1328.1349588,1.6355429679336895
3,QWa.R069,QWa1,44591.2281682,2022_02_15,1e-10,1525.144605,2.2694985349210013
3,QWa.R069,QWa1,44591.2281682,2022_02_15,1e-9,1881.69202799999,3.4168292776824876
3,QWa.R069,QWa1,44591.2281682,2022_02_15,1e-8,1067.46707839999,0.796742142178137
3,QWa.R069,QWa1,44591.2281682,2022_02_15,1e-7,2696.4994716,6.038790815385746
3,QWa.R069,QWa1,44591.2281682,2022_02_15,1e-6,18362.9113292,56.45159649982922
3,QWa.R069,QWa1,44591.2281682,2022_02_15,1e-5,31896.1240856,100
3,QWa.R069,QWa1,44591.2281682,2022_02_15,1e-4,28222.2709904,88.17794119770564
4,QWa.R069,QWa1,39947.0235244,2022_03_02,0,1821.3414349,0
4,QWa.R069,QWa1,39947.0235244,2022_03_02,1e-12,1798.8774161,-0.11076960513917113
4,QWa.R069,QWa1,39947.0235244,2022_03_02,1e-11,2020.3865268,0.9814871698136645
4,QWa.R069,QWa1,39947.0235244,2022_03_02,1e-10,1688.6382144,-0.6543567945857184
4,QWa.R069,QWa1,39947.0235244,2022_03_02,1e-9,1716.9055112,-0.5149713474506864
4,QWa.R069,QWa1,39947.0235244,2022_03_02,1e-8,2292.836896,2.3249342210734896
4,QWa.R069,QWa1,39947.0235244,2022_03_02,1e-7,6310.2873704,22.134898176207923
4,QWa.R069,QWa1,39947.0235244,2022_03_02,1e-6,15668.7996829,68.28152593569381
4,QWa.R069,QWa1,39947.0235244,2022_03_02,1e-5,22101.2898664,100
4,QWa.R069,QWa1,39947.0235244,2022_03_02,1e-4,21528.4644312,97.17540980375348
5,QWa.R069,QWa1,45303.8079751,2022_03_02,0,2101.5464126,0
5,QWa.R069,QWa1,45303.8079751,2022_03_02,1e-12,2084.3172704,-0.07310322135654439
5,QWa.R069,QWa1,45303.8079751,2022_03_02,1e-11,2034.2620732,-0.2854873388291488
5,QWa.R069,QWa1,45303.8079751,2022_03_02,1e-10,1751.4043951,-1.4856519909348187
5,QWa.R069,QWa1,45303.8079751,2022_03_02,1e-9,1916.0026461,-0.7872618889741513
5,QWa.R069,QWa1,45303.8079751,2022_03_02,1e-8,2501.4716879,1.6968822699909183
5,QWa.R069,QWa1,45303.8079751,2022_03_02,1e-7,6224.134045,17.4921323856207
5,QWa.R069,QWa1,45303.8079751,2022_03_02,1e-6,17175.6703687,63.95948257474757
5,QWa.R069,QWa1,45303.8079751,2022_03_02,1e-5,23347.241606,90.14544894735181
5,QWa.R069,QWa1,45303.8079751,2022_03_02,1e-4,25669.7857874,100
6,QWa.R069,QWa1,48988.1407233,2022_03_02,0,1664.0688725,0
6,QWa.R069,QWa1,48988.1407233,2022_03_02,1e-12,2251.1196128,2.4988980476149067
6,QWa.R069,QWa1,48988.1407233,2022_03_02,1e-11,1734.6706429,0.3005304552048719
6,QWa.R069,QWa1,48988.1407233,2022_03_02,1e-10,1674.7645195,0.04552814530583813
6,QWa.R069,QWa1,48988.1407233,2022_03_02,1e-9,1555.4255885,-0.46246171180251505
6,QWa.R069,QWa1,48988.1407233,2022_03_02,1e-8,2270.7167966,2.5823173519011844
6,QWa.R069,QWa1,48988.1407233,2022_03_02,1e-7,6060.1959755,18.71298795933683
6,QWa.R069,QWa1,48988.1407233,2022_03_02,1e-6,17584.9245088,67.77028344360447
6,QWa.R069,QWa1,48988.1407233,2022_03_02,1e-5,23553.9046923,93.17843286383646
6,QWa.R069,QWa1,48988.1407233,2022_03_02,1e-4,25156.4534802,100
7,QWa.R069,QWa1,16792.1291696,2022_04_01,0,446.696268,0
7,QWa.R069,QWa1,16792.1291696,2022_04_01,1e-12,429.7794896,-0.18830230867132824
7,QWa.R069,QWa1,16792.1291696,2022_04_01,1e-11,380.8144056,-0.7333374296306189
7,QWa.R069,QWa1,16792.1291696,2022_04_01,1e-10,426.92648,-0.22005943651438453
7,QWa.R069,QWa1,16792.1291696,2022_04_01,1e-9,254.8063232,-2.1359456725314634
7,QWa.R069,QWa1,16792.1291696,2022_04_01,1e-8,436.393936,-0.11467626130862472
7,QWa.R069,QWa1,16792.1291696,2022_04_01,1e-7,1368.5406848,10.261140024108501
7,QWa.R069,QWa1,16792.1291696,2022_04_01,1e-6,4140.10856,41.11173209307169
7,QWa.R069,QWa1,16792.1291696,2022_04_01,1e-5,6257.4727992,64.68031974682204
7,QWa.R069,QWa1,16792.1291696,2022_04_01,1e-4,9430.5364128,100
8,QWa.R069,QWa1,13336.6537224,2022_04_01,0,360.3254192,0
8,QWa.R069,QWa1,13336.6537224,2022_04_01,1e-12,341.7270984,-0.2228384322633044
8,QWa.R069,QWa1,13336.6537224,2022_04_01,1e-11,399.5536392,0.47001851077222
8,QWa.R069,QWa1,13336.6537224,2022_04_01,1e-10,285.77652,-0.8932182643436873
8,QWa.R069,QWa1,13336.6537224,2022_04_01,1e-9,325.7049576,-0.41480999656570755
8,QWa.R069,QWa1,13336.6537224,2022_04_01,1e-8,490.497252,1.559672373539926
8,QWa.R069,QWa1,13336.6537224,2022_04_01,1e-7,1293.7093392,11.183472511807485
8,QWa.R069,QWa1,13336.6537224,2022_04_01,1e-6,3226.8867704,34.34611352052747
8,QWa.R069,QWa1,13336.6537224,2022_04_01,1e-5,7584.0527,86.55211831549514
8,QWa.R069,QWa1,13336.6537224,2022_04_01,1e-4,8706.4264984,100
9,QWa.R069,QWa1,15207.6354064,2022_04_01,0,455.9727976,0
9,QWa.R069,QWa1,15207.6354064,2022_04_01,1e-12,388.9718256,-0.8693330189206424
9,QWa.R069,QWa1,15207.6354064,2022_04_01,1e-11,469.9959096,0.1819489169444036
9,QWa.R069,QWa1,15207.6354064,2022_04_01,1e-10,217.2040616,-3.0980079824923417
9,QWa.R069,QWa1,15207.6354064,2022_04_01,1e-9,318.1738048,-1.7879324857413685
9,QWa.R069,QWa1,15207.6354064,2022_04_01,1e-8,487.54706,0.40967389028900264
9,QWa.R069,QWa1,15207.6354064,2022_04_01,1e-7,1608.247244,14.950681955987505
9,QWa.R069,QWa1,15207.6354064,2022_04_01,1e-6,4057.4358136,46.728735759689016
9,QWa.R069,QWa1,15207.6354064,2022_04_01,1e-5,8163.1426096,100
9,QWa.R069,QWa1,15207.6354064,2022_04_01,1e-4,8079.978336,98.92094925078057
1,VRHa.R186,RHa1,73169.8647515999,2023_03_17,0,7869.741103,0
1,VRHa.R186,RHa1,73169.8647515999,2023_03_17,1e-13,21296.495847,19.875218860994497
1,VRHa.R186,RHa1,73169.8647515999,2023_03_17,1e-12,21558.2927653999,20.262748919414395
1,VRHa.R186,RHa1,73169.8647515999,2023_03_17,1e-11,21034.00051,19.48665495464946
1,VRHa.R186,RHa1,73169.8647515999,2023_03_17,1e-10,40493.1265815999,48.29141060042907
1,VRHa.R186,RHa1,73169.8647515999,2023_03_17,1e-9,63295.0027384,82.0443380723643
1,VRHa.R186,RHa1,73169.8647515999,2023_03_17,1e-8,75424.995905,100
1,VRHa.R186,RHa1,73169.8647515999,2023_03_17,1e-7,65178.1108013999,84.83184597018683
1,VRHa.R186,RHa1,73169.8647515999,2023_03_17,1e-6,56079.5102552,71.36346283275763
1,VRHa.R186,RHa1,73169.8647515999,2023_03_17,1e-5,71049.0044138,93.52235217818989
1,VRHa.R186,RHa1,73169.8647515999,2023_03_17,1e-4,74992.8254382,99.36027113202861
2,VRHa.R186,RHa1,89195.2272974,2023_03_17,0,3646.17238399999,0
2,VRHa.R186,RHa1,89195.2272974,2023_03_17,1e-13,13714.3831959999,10.497765771122168
2,VRHa.R186,RHa1,89195.2272974,2023_03_17,1e-12,13862.0594116,10.651742515380231
2,VRHa.R186,RHa1,89195.2272974,2023_03_17,1e-11,22191.873278,19.33694354258668
2,VRHa.R186,RHa1,89195.2272974,2023_03_17,1e-10,43939.5028204,42.012424348088715
2,VRHa.R186,RHa1,89195.2272974,2023_03_17,1e-9,67040.9221317999,66.09945365646517
2,VRHa.R186,RHa1,89195.2272974,2023_03_17,1e-8,66418.0930279999,65.45005187404146
2,VRHa.R186,RHa1,89195.2272974,2023_03_17,1e-7,81904.2263855999,81.59689302824991
2,VRHa.R186,RHa1,89195.2272974,2023_03_17,1e-6,85672.648578,85.52609298653492
2,VRHa.R186,RHa1,89195.2272974,2023_03_17,1e-5,99554.3020899999,100
2,VRHa.R186,RHa1,89195.2272974,2023_03_17,1e-4,74467.5042298,73.84288700332095
3,VRHa.R186,RHa1,104780.9983856,2023_03_17,0,7889.76036659999,0
3,VRHa.R186,RHa1,104780.9983856,2023_03_17,1e-13,12819.4410981999,5.0146196508719925
3,VRHa.R186,RHa1,104780.9983856,2023_03_17,1e-12,19592.6565838,11.904538354117808
3,VRHa.R186,RHa1,104780.9983856,2023_03_17,1e-11,17520.9233939999,9.797108982811727
3,VRHa.R186,RHa1,104780.9983856,2023_03_17,1e-10,28298.1297592,20.760007751084597
3,VRHa.R186,RHa1,104780.9983856,2023_03_17,1e-9,64266.3662372,57.34798073960146
3,VRHa.R186,RHa1,104780.9983856,2023_03_17,1e-8,82098.1848537999,75.48704347289252
3,VRHa.R186,RHa1,104780.9983856,2023_03_17,1e-7,73497.8877778,66.73856237061852
3,VRHa.R186,RHa1,104780.9983856,2023_03_17,1e-6,106195.9346094,100
3,VRHa.R186,RHa1,104780.9983856,2023_03_17,1e-5,78378.6489157999,71.70341953812992
3,VRHa.R186,RHa1,104780.9983856,2023_03_17,1e-4,61516.2040605999,54.55043297845306
4,VRHa.R186,RHa1,74602.4674228,2023_03_17,0,9305.9939512,0
4,VRHa.R186,RHa1,74602.4674228,2023_03_17,1e-13,17705.2819724,16.47826076420155
4,VRHa.R186,RHa1,74602.4674228,2023_03_17,1e-12,15375.8643975999,11.90826029161554
4,VRHa.R186,RHa1,74602.4674228,2023_03_17,1e-11,20771.0454795999,22.492871810459672
4,VRHa.R186,RHa1,74602.4674228,2023_03_17,1e-10,27937.0740656,36.55164529051967
4,VRHa.R186,RHa1,74602.4674228,2023_03_17,1e-9,38286.6540331999,56.856113606835656
4,VRHa.R186,RHa1,74602.4674228,2023_03_17,1e-8,45190.3097128,70.40014712819818
4,VRHa.R186,RHa1,74602.4674228,2023_03_17,1e-7,50077.1833228,79.98752851862349
4,VRHa.R186,RHa1,74602.4674228,2023_03_17,1e-6,60277.9268595999,100
4,VRHa.R186,RHa1,74602.4674228,2023_03_17,1e-5,55818.9792272,91.25215117815338
4,VRHa.R186,RHa1,74602.4674228,2023_03_17,1e-4,51400.7444896,82.58417551880402
5,VRHa.R186,RHa1,95868.1774211999,2023_03_17,0,50846.384466,0
5,VRHa.R186,RHa1,95868.1774211999,2023_03_17,1e-13,24395.292428,-149.98929553978127
5,VRHa.R186,RHa1,95868.1774211999,2023_03_17,1e-12,18185.5935016,-185.20101255119337
5,VRHa.R186,RHa1,95868.1774211999,2023_03_17,1e-11,22339.2228755999,-161.64811186775177
5,VRHa.R186,RHa1,95868.1774211999,2023_03_17,1e-10,27361.1978387999,-133.17131076378718
5,VRHa.R186,RHa1,95868.1774211999,2023_03_17,1e-9,24883.5314779999,-147.22076594337395
5,VRHa.R186,RHa1,95868.1774211999,2023_03_17,1e-8,52401.9741172,8.820875735386206
5,VRHa.R186,RHa1,95868.1774211999,2023_03_17,1e-7,53513.6860284,15.124769962684038
5,VRHa.R186,RHa1,95868.1774211999,2023_03_17,1e-6,67579.126658,94.88198862343143
5,VRHa.R186,RHa1,95868.1774211999,2023_03_17,1e-5,68481.7043351999,100
5,VRHa.R186,RHa1,95868.1774211999,2023_03_17,1e-4,61893.0451376,62.63941200688397
6,VRHa.R186,RHa1,84098.2529567999,2023_03_17,0,11852.6018856,0
6,VRHa.R186,RHa1,84098.2529567999,2023_03_17,1e-13,14834.008678,5.833119564675141
6,VRHa.R186,RHa1,84098.2529567999,2023_03_17,1e-12,20715.2453971999,17.339753633766676
6,VRHa.R186,RHa1,84098.2529567999,2023_03_17,1e-11,16484.4035768,9.062115620554096
6,VRHa.R186,RHa1,84098.2529567999,2023_03_17,1e-10,26674.5446887999,28.99911705180068
6,VRHa.R186,RHa1,84098.2529567999,2023_03_17,1e-9,38822.4961264,52.76657253020816
6,VRHa.R186,RHa1,84098.2529567999,2023_03_17,1e-8,44307.442456,63.49786482750238
6,VRHa.R186,RHa1,84098.2529567999,2023_03_17,1e-7,57942.4796564,90.17480219192757
6,VRHa.R186,RHa1,84098.2529567999,2023_03_17,1e-6,52605.3597607999,79.73273217269988
6,VRHa.R186,RHa1,84098.2529567999,2023_03_17,1e-5,62964.3056547999,100.00000000000001
6,VRHa.R186,RHa1,84098.2529567999,2023_03_17,1e-4,56449.3576975999,87.25351049415433
7,VRHa.R186,RHa1,83609.4947255999,2023_03_16,0,6539.9740516,0
7,VRHa.R186,RHa1,83609.4947255999,2023_03_16,1e-13,9095.72087,4.6304335843281414
7,VRHa.R186,RHa1,83609.4947255999,2023_03_16,1e-12,9829.04931499999,5.959058405701054
7,VRHa.R186,RHa1,83609.4947255999,2023_03_16,1e-11,14161.940021,13.809273653096362
7,VRHa.R186,RHa1,83609.4947255999,2023_03_16,1e-10,19214.0786008,22.962602920363583
7,VRHa.R186,RHa1,83609.4947255999,2023_03_16,1e-9,29034.5542315999,40.75507745170231
7,VRHa.R186,RHa1,83609.4947255999,2023_03_16,1e-8,27901.8692042,38.70290907822406
7,VRHa.R186,RHa1,83609.4947255999,2023_03_16,1e-7,61734.5205633999,100
7,VRHa.R186,RHa1,83609.4947255999,2023_03_16,1e-6,37308.8125704,55.74615693639589
7,VRHa.R186,RHa1,83609.4947255999,2023_03_16,1e-5,54292.8058293999,86.51730070395803
7,VRHa.R186,RHa1,83609.4947255999,2023_03_16,1e-4,47854.0712212,74.85177391713431
8,VRHa.R186,RHa1,68425.2282949999,2023_03_16,0,12097.1787166,0
8,VRHa.R186,RHa1,68425.2282949999,2023_03_16,1e-13,20628.4240719999,21.91365318752389
8,VRHa.R186,RHa1,68425.2282949999,2023_03_16,1e-12,21555.2085611999,24.29422402212665
8,VRHa.R186,RHa1,68425.2282949999,2023_03_16,1e-11,20648.077361,21.96413530838679
8,VRHa.R186,RHa1,68425.2282949999,2023_03_16,1e-10,27032.8911958,38.364389927034225
8,VRHa.R186,RHa1,68425.2282949999,2023_03_16,1e-9,26541.2988986,37.1016688749805
8,VRHa.R186,RHa1,68425.2282949999,2023_03_16,1e-8,34279.5697472,56.97846019713067
8,VRHa.R186,RHa1,68425.2282949999,2023_03_16,1e-7,42798.3421652,78.86007496435077
8,VRHa.R186,RHa1,68425.2282949999,2023_03_16,1e-6,34098.7340521999,56.51395934888712
8,VRHa.R186,RHa1,68425.2282949999,2023_03_16,1e-5,41303.8624469999,75.02130244332643
8,VRHa.R186,RHa1,68425.2282949999,2023_03_16,1e-4,51028.365965,100
9,VRHa.R186,RHa1,97432.7301099999,2023_03_16,0,7312.299037,0
9,VRHa.R186,RHa1,97432.7301099999,2023_03_16,1e-13,17244.0908898,21.856427374827618
9,VRHa.R186,RHa1,97432.7301099999,2023_03_16,1e-12,15165.1909969999,17.28149012282384
9,VRHa.R186,RHa1,97432.7301099999,2023_03_16,1e-11,17822.7080776,23.129763015607512
9,VRHa.R186,RHa1,97432.7301099999,2023_03_16,1e-10,23997.6565815999,36.71868186542465
9,VRHa.R186,RHa1,97432.7301099999,2023_03_16,1e-9,13421.3873408,13.443983403736999
9,VRHa.R186,RHa1,97432.7301099999,2023_03_16,1e-8,41220.4083361999,74.6199819025349
9,VRHa.R186,RHa1,97432.7301099999,2023_03_16,1e-7,52753.3570949999,100
9,VRHa.R186,RHa1,97432.7301099999,2023_03_16,1e-6,31125.4418714,52.404463830937786
9,VRHa.R186,RHa1,97432.7301099999,2023_03_16,1e-5,45445.1248514,83.91711690719913
9,VRHa.R186,RHa1,97432.7301099999,2023_03_16,1e-4,39326.4142812,70.45195823419853
1,RPa.R248,FRPa3,77645.2195128,2023_03_17,0,5714.38296279999,0
1,RPa.R248,FRPa3,77645.2195128,2023_03_17,1e-13,6127.79271,0.358259817630471
1,RPa.R248,FRPa3,77645.2195128,2023_03_17,1e-12,4401.4318336,-1.1378000525888394
1,RPa.R248,FRPa3,77645.2195128,2023_03_17,1e-11,5282.48796399999,-0.3742790888545288
1,RPa.R248,FRPa3,77645.2195128,2023_03_17,1e-10,5153.77586519999,-0.48582066075804203
1,RPa.R248,FRPa3,77645.2195128,2023_03_17,1e-9,11086.4135092,4.65538777663959
1,RPa.R248,FRPa3,77645.2195128,2023_03_17,1e-8,23753.7101012,15.632834239036166
1,RPa.R248,FRPa3,77645.2195128,2023_03_17,1e-7,47645.5008316,36.33739828937863
1,RPa.R248,FRPa3,77645.2195128,2023_03_17,1e-6,60510.0654364,47.485796701429805
1,RPa.R248,FRPa3,77645.2195128,2023_03_17,1e-5,68254.8543624,54.197410752641
1,RPa.R248,FRPa3,77645.2195128,2023_03_17,1e-4,121108.2191832,100
2,RPa.R248,FRPa3,91867.5168712,2023_03_17,0,4699.70581279999,0
2,RPa.R248,FRPa3,91867.5168712,2023_03_17,1e-13,5275.13219279999,0.5815069216570012
2,RPa.R248,FRPa3,91867.5168712,2023_03_17,1e-12,5206.5727632,0.5122230232419684
2,RPa.R248,FRPa3,91867.5168712,2023_03_17,1e-11,5926.89513279999,1.2401570532159978
2,RPa.R248,FRPa3,91867.5168712,2023_03_17,1e-10,7604.073662,2.935058360285574
2,RPa.R248,FRPa3,91867.5168712,2023_03_17,1e-9,11850.5045663999,7.226361381962722
2,RPa.R248,FRPa3,91867.5168712,2023_03_17,1e-8,28396.1414548,23.946836334515417
2,RPa.R248,FRPa3,91867.5168712,2023_03_17,1e-7,58887.1965868,54.76009103424474
2,RPa.R248,FRPa3,91867.5168712,2023_03_17,1e-6,74903.811294,70.94595361800414
2,RPa.R248,FRPa3,91867.5168712,2023_03_17,1e-5,103654.053314,100
2,RPa.R248,FRPa3,91867.5168712,2023_03_17,1e-4,102107.8164544,98.43742402567885
3,RPa.R248,FRPa3,113903.80916,2023_03_17,0,6389.1591112,0
3,RPa.R248,FRPa3,113903.80916,2023_03_17,1e-13,6254.7162984,-0.13192391533482983
3,RPa.R248,FRPa3,113903.80916,2023_03_17,1e-12,4616.85759439999,-1.7390959797749412
3,RPa.R248,FRPa3,113903.80916,2023_03_17,1e-11,5271.744444,-1.0964789777857864
3,RPa.R248,FRPa3,113903.80916,2023_03_17,1e-10,6512.7275672,0.12125329861738542
3,RPa.R248,FRPa3,113903.80916,2023_03_17,1e-9,9954.5032932,3.4985445053534034
3,RPa.R248,FRPa3,113903.80916,2023_03_17,1e-8,27290.8660547999,20.510096149824818
3,RPa.R248,FRPa3,113903.80916,2023_03_17,1e-7,54318.6278536,47.03147044254457
3,RPa.R248,FRPa3,113903.80916,2023_03_17,1e-6,85526.990776,77.65511883376107
3,RPa.R248,FRPa3,113903.80916,2023_03_17,1e-5,78177.569318,70.4433948747606
3,RPa.R248,FRPa3,113903.80916,2023_03_17,1e-4,108298.515317599,100
4,RPa.R248,FRPa3,86922.9541743999,2023_03_17,0,11266.8733908,0
4,RPa.R248,FRPa3,86922.9541743999,2023_03_17,1e-13,10651.0980444,-0.6691188795268957
4,RPa.R248,FRPa3,86922.9541743999,2023_03_17,1e-12,10516.6602895999,-0.8152027401164045
4,RPa.R248,FRPa3,86922.9541743999,2023_03_17,1e-11,13849.475136,2.8063279832737877
4,RPa.R248,FRPa3,86922.9541743999,2023_03_17,1e-10,15277.6896363999,4.358266189014931
4,RPa.R248,FRPa3,86922.9541743999,2023_03_17,1e-9,20110.2041932,9.609412965915997
4,RPa.R248,FRPa3,86922.9541743999,2023_03_17,1e-8,26435.1505444,16.482278273572415
4,RPa.R248,FRPa3,86922.9541743999,2023_03_17,1e-7,39866.9317099999,31.077630971792544
4,RPa.R248,FRPa3,86922.9541743999,2023_03_17,1e-6,57596.5375912,50.343121367011904
4,RPa.R248,FRPa3,86922.9541743999,2023_03_17,1e-5,31273.6751695999,21.739955760507694
4,RPa.R248,FRPa3,86922.9541743999,2023_03_17,1e-4,103294.667739599,99.99999999999999
5,RPa.R248,FRPa3,89053.4707648,2023_03_17,0,9488.5654768,0
5,RPa.R248,FRPa3,89053.4707648,2023_03_17,1e-13,10970.9987139999,1.7429569124112856
5,RPa.R248,FRPa3,89053.4707648,2023_03_17,1e-12,13460.6759395999,4.67017145478688
5,RPa.R248,FRPa3,89053.4707648,2023_03_17,1e-11,10819.4113608,1.5647295100137593
5,RPa.R248,FRPa3,89053.4707648,2023_03_17,1e-10,18483.0292644,10.57515606007453
5,RPa.R248,FRPa3,89053.4707648,2023_03_17,1e-9,23682.878772,16.688830130070926
5,RPa.R248,FRPa3,89053.4707648,2023_03_17,1e-8,31635.0667892,26.038540272534448
5,RPa.R248,FRPa3,89053.4707648,2023_03_17,1e-7,49837.0652824,47.43936851714884
5,RPa.R248,FRPa3,89053.4707648,2023_03_17,1e-6,63271.5136472,63.23479461410378
