Replicate,Receptor,Peptide,0,1.00E-13,1.00E-12,1.00E-11,1.00E-10,1.00E-09,1.00E-08,1.00E-07,1.00E-06,1.00E-05,1.00E-04,ATP,Date
1,GPR28.all,PRGa,429.789999599999,,343.7725752,530.978948599999,666.0531126,1172.1088556,3124.58104979999,4910.92986019999,5217.63563359999,5108.69167239999,5355.24816099999,9742.4967926,2022.01.27
2,GPR28.all,PRGa,431.456376,,414.9796558,300.154872,328.7538248,1603.56667439999,4145.6331112,5452.07976379999,6213.31174119999,6894.1442754,5577.93459859999,11424.5955794,2022.01.27
3,GPR28.all,PRGa,518.1727238,,373.320206,385.148312799999,830.7392564,1997.03856779999,4338.3549428,6401.57527059999,7017.6965108,5829.8572938,5999.45082979999,11481.4915147999,2022.01.27
4,GPR28.all,PRGa,829.0046878,,796.9677922,712.1488671,767.9035927,1189.42079,2824.906295,6790.253775,9728.138916,9783.419959,10939.66668,9721.488992,2021.10.13
5,GPR28.all,PRGa,658.7096671,,934.1669443,907.7194971,624.8470707,813.2345422,2710.877618,8068.259461,9772.646835,9996.551306,10922.63668,9807.305519,2021.10.13
6,GPR28.all,PRGa,817.3687668,,766.0468031,854.9900316,766.0686369,932.8427129,2592.463803,6915.373658,10479.94083,11563.81764,11225.54832,10407.40361,2021.10.13
7,GPR28.all,PRGa,1431.8793572,,813.6142048,860.4599704,921.9451992,1845.8170078,5763.0452104,6768.1102906,7682.9792238,6491.3677176,7613.3257064,9557.9257228,2022.04.08
8,GPR28.all,PRGa,780.5822492,,1027.4092628,1465.08977,1006.5391064,2188.219423,5758.6903302,8391.3375598,8418.855608,7380.5362632,7956.9452732,11250.105074,2022.04.08
9,GPR28.all,PRGa,1051.0654652,,906.6419598,954.1080168,909.7923058,1998.940526,5879.6205546,9115.7664918,10131.3841156,9009.6255372,8341.9759724,10653.8835564,2022.04.08
1,GPR32.all,PRGa,1413.989251,,1505.8612622,2274.8523316,2696.5358266,4300.5650032,7781.8088134,12585.5557663,21190.0589205,19619.8512545,22737.1827863,38665.0046314,2022.02.17
2,GPR32.all,PRGa,1172.626304,,1553.0622178,2976.6082007,4340.3157935,5992.8842561,12836.8479516,20538.694351,23625.1735512,24139.1879535,28361.683379,45600.240915,2022.02.17
3,GPR32.all,PRGa,1517.567919,,1766.1771779,2926.1212888,4025.8695118,6407.6184809,13222.0541033,22129.1174325,24869.7657186,25023.5601112,28489.9669134,53494.5474455,2022.02.17
4,GPR32.all,PRGa,687.033743,,544.4826165,753.1821452,745.906804499999,1488.2123029,2571.50812629999,4225.45994899999,6093.7119925,7191.90622199999,7173.55218009999,9417.70539779999,2021.10.15
5,GPR32.all,PRGa,822.535041599999,,580.5673615,648.688418,690.627889799999,1696.334251,2560.188207,4368.73611899999,6624.1404556,8101.2968124,8688.22571449999,9962.1583562,2021.10.15
6,GPR32.all,PRGa,851.135018399999,,685.3805295,442.4904964,539.3594135,1377.9661809,2287.67535749999,4768.98822909999,7535.4248403,7413.39394859999,7915.239105,9909.6426974,2021.10.15
7,GPR32.all,PRGa,662.6983194,,1183.078407,1991.95717,3003.5613378,6353.6908468,10292.5273042,14584.0313234,14143.3968442,15523.7961776,14616.6059744,30823.6087926,2022.05.20
8,GPR32.all,PRGa,261.3335374,,451.8061896,450.256276,1322.1608796,3007.4408546,7198.2056268,11702.6424234,15259.943473,17520.2986754,17692.7045282,41060.2237966,2022.05.20
9,GPR32.all,PRGa,453.4666136,,1078.7663844,606.075978,1149.85124,2324.8742076,6956.3231222,10079.645062,13897.8871222,17083.7717658,21332.1941042,41310.3295404,2022.05.20
1,GPR28.all,PRGa1,323.883405599999,,219.6924144,383.307093199999,420.0347034,466.3324462,498.598728999999,369.881725,1043.165848,2708.4269374,2705.9314936,8858.538177,2022.01.27
2,GPR28.all,PRGa1,361.2419472,,318.689635199999,347.570979399999,383.517918,400.9062528,336.7619428,627.6394504,1389.25939999999,3026.14845159999,3964.7700864,9154.10992039999,2022.01.27
3,GPR28.all,PRGa1,323.5378164,,310.5797232,510.201518799999,402.804314,721.665080199999,666.9350544,539.0727052,1458.417704,2460.15948679999,3460.1152358,8211.0280216,2022.01.27
4,GPR28.all,PRGa1,879.6676149,,587.7031584,638.2701176,627.998226,725.549009,797.77322,561.931087,1017.592342,2675.703584,4588.09672,6026.170281,2021.10.13
5,GPR28.all,PRGa1,550.3949829,,483.0849534,618.4549023,581.550738,546.760204,479.879473,1007.305388,1019.211173,2969.193799,4944.72192,5486.815018,2021.10.13
6,GPR28.all,PRGa1,807.9930321,,662.0499042,726.2545622,767.95424,712.3294954,542.82488,528.7728024,1153.905885,3190.863894,4890.94824,5559.501532,2021.10.13
7,GPR28.all,PRGa1,571.9793668,,485.808424,566.1196212,469.8164972,690.9798036,682.8128096,664.8079108,1959.4422936,3411.9212804,3844.4464616,6496.7144356,2022.04.08
8,GPR28.all,PRGa1,420.885644,,656.18312,439.9209388,619.153084,435.1797516,679.1958192,774.8327816,1497.3941232,3570.5428952,4674.9919864,5502.0067024,2022.04.08
9,GPR28.all,PRGa1,683.2277716,,510.74976,440.198894,648.0876116,402.4142736,552.4345376,585.4876636,1818.68328,3203.3318588,4588.9096216,5303.792946,2022.04.08
1,GPR28.all,PRGa2,365.748215199999,,427.7705256,345.3038112,341.1237424,292.002579199999,239.4958284,256.5845108,910.944686,1801.844554,2820.09197359999,4770.1773884,2022.01.27
2,GPR28.all,PRGa2,264.090644799999,,237.2062176,257.452764799999,346.2982648,256.8172804,395.0717424,200.031684799999,1016.50611919999,2374.30135479999,3108.6788064,5637.6328968,2022.01.27
3,GPR28.all,PRGa2,218.338481599999,,227.5282152,219.323657599999,281.4883728,505.289885199999,394.718722399999,317.4468368,776.6330984,2728.4474252,2799.73731399999,5229.21187719999,2022.01.27
4,GPR28.all,PRGa2,683.1555308,,892.5669838,611.3381896,670.8096386,385.1375692,593.3104354,572.1064002,1161.909344,2802.05398,4668.397867,4903.82598,2021.10.13
5,GPR28.all,PRGa2,703.404151,,564.3540662,838.9245218,704.9492246,681.1254874,729.383431,984.8863946,1155.33342,3355.105177,5650.129761,5314.056818,2021.10.13
6,GPR28.all,PRGa2,813.3920824,,957.7376672,714.1060654,743.2154862,688.2886676,747.4648382,664.6767644,1164.47933,3413.238588,5275.301736,5275.157247,2021.10.13
7,GPR28.all,PRGa2,570.4074324,,550.8216744,496.8121752,625.8001528,606.2286192,297.2650372,289.3529872,1085.3124652,2303.9927172,2747.9379076,3478.3362552,2022.04.08
8,GPR28.all,PRGa2,707.78289,,610.7409048,677.0246736,434.4873792,477.4699124,513.0822968,381.7201072,850.7261428,2605.3617444,3462.5174004,4075.7132812,2022.04.08
9,GPR28.all,PRGa2,445.2590836,,483.6159096,605.9163528,572.8282944,589.7483644,344.6784688,511.9221668,959.1109344,2881.8385032,3927.5702724,4350.4689116,2022.04.08
1,GPR28.all,PRGa3,242.9261072,,263.7721892,345.770748,346.738291599999,337.699256799999,477.024479999999,638.1804044,2290.92652759999,3265.5972684,4176.3800924,5471.4819292,2022.01.27
2,GPR28.all,PRGa3,253.2386632,,337.426757199999,395.0596748,475.631759599999,394.2460144,302.464872399999,613.5896924,2131.7451316,3748.7065124,3549.564754,5856.100734,2022.01.27
3,GPR28.all,PRGa3,143.4464708,,343.0907028,454.6957892,252.636497999999,530.0665236,313.495579999999,539.1152364,2281.0656496,3054.5963076,3060.82478039999,6108.902456,2022.01.27
4,GPR28.all,PRGa3,562.024008,,675.3140126,728.2579428,642.7477654,641.9150708,942.9840484,1489.866297,3744.902984,5704.240023,7057.755448,6574.186395,2021.10.13
5,GPR28.all,PRGa3,426.220056,,757.0561652,892.9790272,607.9987134,731.6669398,699.9228596,1348.59423,4101.615196,5906.095016,7317.28692,6469.845627,2021.10.13
6,GPR28.all,PRGa3,696.5867974,,781.9190434,743.3668198,451.6704426,689.3736192,626.4572554,922.7931992,3909.350872,5948.072847,7404.756005,5829.760679,2021.10.13
7,GPR28.all,PRGa3,582.713628,,578.059174,502.8698668,813.87516,796.109701200001,684.5406024,1039.693824,2849.6194736,4187.1745208,3481.0528148,4555.4504996,2022.04.08
8,GPR28.all,PRGa3,467.7609384,,602.272032,622.2071604,679.6845952,592.7302144,699.1712496,1141.885952,2899.0511808,3939.6322232,2947.7290884,3861.1652556,2022.04.08
9,GPR28.all,PRGa3,558.8769144,,758.3366748,548.3354212,587.9349264,576.306692,648.1535536,1291.2933424,2935.6760004,4015.6078948,3271.5702928,4961.786546,2022.04.08
1,GPR28.all,PRGa4,399.484826399999,,166.4317424,202.4551028,290.236639999999,402.0429724,199.5445016,438.067420799999,1783.21624599999,2969.9533956,2683.6831004,6575.5366328,2022.01.27
2,GPR28.all,PRGa4,217.2434132,,201.3030208,236.737997999999,128.809248,318.9609976,275.0160532,679.940406399999,2193.7971932,3486.1157256,3349.936998,6691.0888508,2022.01.27
3,GPR28.all,PRGa4,256.312645599999,,156.934853599999,226.838118399999,309.167568,200.008591999999,327.274076399999,646.6397492,1799.25772239999,3058.0052492,3006.57741399999,7446.9255024,2022.01.27
4,GPR28.all,PRGa4,761.8288036,,400.3756356,606.169162,544.6774332,578.7648424,653.443342,695.9438,1335.131007,3578.176624,6756.984766,7136.038919,2021.10.13
5,GPR28.all,PRGa4,683.9975436,,767.9794144,817.1074076,650.5559724,661.742146,468.8381304,846.4013956,2572.860148,5744.135351,8186.032559,6848.179503,2021.10.13
6,GPR28.all,PRGa4,740.8310492,,530.0970944,861.5281388,598.2245804,581.1758852,504.3365192,680.16085,2504.258843,5069.521482,7366.97437,7646.511573,2021.10.13
7,GPR28.all,PRGa4,358.4035624,,388.5727416,236.0859648,197.5202464,343.8243168,433.43226,487.8199792,1694.8152576,2665.120576,2887.0739136,3651.5192528,2022.04.08
8,GPR28.all,PRGa4,346.9108752,,264.0958264,434.2135376,394.0920832,289.526736,180.950148,460.964864,2122.1673696,3955.3080608,4169.392308,5388.922784,2022.04.08
9,GPR28.all,PRGa4,266.716356,,198.2706408,262.9932896,368.5966016,350.9005536,197.3698272,712.0538696,2157.438888,4494.1429624,4805.9426264,5677.2067368,2022.04.08
1,GPR28.all,PRGa5,235.024550399999,,127.543912399999,254.596258,142.6662256,183.948988799999,196.856087999999,318.4540848,1334.40476119999,2832.2676956,3126.47356639999,7366.83954759999,2022.01.27
2,GPR28.all,PRGa5,272.253534399999,,291.483765199999,126.316422399999,292.681978,346.7875776,147.733528799999,347.604822399999,1374.1344068,3079.97131359999,3492.6850816,5452.6453072,2022.01.27
3,GPR28.all,PRGa5,291.0346128,,153.7428052,366.138248,155.758799999999,173.745628799999,301.8353188,345.1972368,1496.00092559999,2567.297088,3686.5325208,5455.0274764,2022.01.27
4,GPR28.all,PRGa5,506.5875908,,742.960948,622.8957804,494.9093156,513.8430368,568.0502168,581.395262,743.363312,2700.111446,7026.600909,8066.628981,2021.10.13
5,GPR28.all,PRGa5,572.1305644,,722.2532472,1150.612473,748.7137688,634.833628,731.2409216,664.1106696,1155.409864,3034.79406,6778.886872,8598.855786,2021.10.13
6,GPR28.all,PRGa5,505.3419472,,680.9089756,767.1724252,613.8572376,604.637486,596.1296548,617.9519464,779.7340592,2948.04617,6355.046007,7745.897236,2021.10.13
7,GPR28.all,PRGa5,342.97988,,291.6420648,388.4747632,322.1128504,374.1374736,177.7020016,125.9720376,531.7542512,2365.5278912,3308.7917304,2918.5665824,2022.04.08
8,GPR28.all,PRGa5,432.495204,,279.7513296,227.1235088,279.3422856,176.0573744,253.2125048,359.969716,626.4367088,2446.690108,3086.1351176,2683.1171464,2022.04.08
9,GPR28.all,PRGa5,385.3307504,,325.1590136,242.527368,325.7837736,220.061016,278.2118656,318.020708,822.697212,2434.8111056,3386.2956168,2946.2253216,2022.04.08
1,GPR32.all,PRGa1,971.8352456,,1587.9195662,1690.6395962,2121.7142712,2055.785758,2056.1519598,2668.252498,4255.3609204,6531.780019,10994.9844854,39691.9118722,2022.02.17
2,GPR32.all,PRGa1,929.3171968,,1377.1786194,1340.1207088,1990.7766452,2102.7310188,1976.6717288,2680.872826,4284.922697,5817.3255238,12746.0903128,38795.77553,2022.02.17
3,GPR32.all,PRGa1,867.0402602,,1866.9382554,2117.9207798,1749.2993974,2125.1725924,2279.7585316,2828.81228,4362.604503,5643.8083448,10550.1927156,36634.9880804,2022.02.17
4,GPR32.all,PRGa1,453.494303999999,,526.2035716,662.425999199999,704.166242399999,473.802572399999,452.935450199999,333.4714434,760.3312256,1187.73485459999,2231.5527302,3427.7953528,2021.10.15
5,GPR32.all,PRGa1,621.394379999999,,565.234527,702.601691399999,714.680774399999,618.649491399999,487.929763199999,516.465485999999,668.172833599999,1052.86586299999,1715.2747028,4561.44154079999,2021.10.15
7,GPR32.all,PRGa1,435.5620412,,417.8735456,346.5369472,411.746968,341.3809632,238.678418,306.0414878,747.2584604,1093.3279632,3559.2615968,29218.3828374,2022.05.20
8,GPR32.all,PRGa1,540.0264506,,539.3108824,484.7456858,257.2903072,324.4211786,375.4634718,356.9366756,577.1356572,1332.167785,4292.6491598,23453.5537658,2022.05.20
9,GPR32.all,PRGa1,941.0040762,,417.8656604,450.190866,445.8709158,290.3956362,255.6463292,339.5538,611.4378374,1195.638506,3611.2224136,22216.95677,2022.05.20
1,GPR32.all,PRGa2,903.3405244,,1404.549896,1276.915319,1249.504284,1228.0638614,1665.4816826,2090.270571,3438.438799,6884.9950138,13570.9474806,25701.2333218,2022.02.17
2,GPR32.all,PRGa2,1095.3311096,,1389.5512098,1170.5119912,1036.19702,1176.7364044,1228.5904446,2088.5574698,4289.28109,7349.3211738,18463.5906656,29206.0152624,2022.02.17
3,GPR32.all,PRGa2,962.5345978,,1371.1022858,978.4778118,880.7964872,1211.1966008,1009.8038022,1981.4275756,3711.5201352,7327.9789194,16560.3384466,31624.8743,2022.02.17
4,GPR32.all,PRGa2,433.7488624,,765.8029172,636.700095,474.444885599999,812.951522199999,358.348512,527.6320804,928.1919534,2387.6654054,4959.02596919999,8487.96289239999,2021.10.15
5,GPR32.all,PRGa2,842.745214,,646.606771799999,865.558318999999,858.9505506,856.3966678,611.699444,528.8002766,1035.64205219999,2543.27011559999,4584.4350228,8206.4722706,2021.10.15
6,GPR32.all,PRGa2,743.958013599999,,682.4028712,772.909988,643.350583199999,878.5300242,547.47102,517.111268599999,949.3863414,2687.345996,4999.9444562,8445.58617,2021.10.15
7,GPR32.all,PRGa2,423.7852164,,171.35208,308.5601424,361.7161428,258.0393338,343.8703792,378.2156584,1133.4060472,2920.2143032,7436.3791676,21950.0186908,2022.05.20
8,GPR32.all,PRGa2,339.2052112,,137.0506032,256.9081916,275.2612456,344.3038914,343.8600024,670.4845644,1063.5357588,3245.9451152,8147.2799888,25238.21233,2022.05.20
9,GPR32.all,PRGa2,423.6035436,,393.8690628,531.2494668,499.0426124,343.8696274,584.1961944,309.2858416,1372.8632148,2954.4616936,7250.5589076,27120.032412,2022.05.20
10,GPR32.all,PRGa2,830.61549,,617.0900904,788.5305032,1014.8292484,447.4020228,721.8161032,704.9493316,858.0052928,927.745752,3568.2545452,55443.6457956,2022.05.20
2,GPR32.all,PRGa3,1111.126126,,1456.7324128,1858.4047226,1770.1118914,2428.63569,4229.213579,7768.5686956,15130.8130114,20760.727367,26103.0308456,44180.9038876,2022.02.17
3,GPR32.all,PRGa3,885.0655112,,1483.1611648,1783.269802,1899.8011076,2600.40105,4285.1024486,8020.0756232,14730.7664612,20184.2586276,27118.1653432,41573.4306024,2022.02.17
4,GPR32.all,PRGa3,631.7839096,,557.227652799999,1174.28872379999,475.754588399999,943.3546652,928.015998999999,2127.91789719999,4628.0920388,9649.2287876,10257.7694663999,14294.1501144,2021.10.15
5,GPR32.all,PRGa3,700.6011772,,872.0939656,1062.74316739999,693.5733278,765.9108242,1291.7814132,2681.78039,5673.62819119999,8450.5636796,10120.3808615999,12551.4968576,2021.10.15
6,GPR32.all,PRGa3,706.578160399999,,691.2980178,643.6208992,601.4842856,840.439137999999,1031.21263779999,2310.6376208,5285.7488572,8357.2240432,10567.8313679999,12126.1924352,2021.10.15
7,GPR32.all,PRGa3,914.4235924,,376.3740672,239.8557204,516.2779604,378.665655,756.4989492,2063.23376,4942.3173228,6938.9252708,10776.583812,35226.9269472,2022.05.20
8,GPR32.all,PRGa3,355.9374618,,257.0125896,308.619694,292.7175596,344.4469196,704.0683868,1994.0948384,4374.9686668,8899.5814784,11058.0161156,31225.2509348,2022.05.20
9,GPR32.all,PRGa3,322.012337,,685.02006,359.7978212,378.5199572,378.782737,721.9380888,2768.5950276,3877.4631676,7418.0904336,11470.87158,25783.3308756,2022.05.20
1,GPR32.all,PRGa4,681.9350604,,735.2497616,587.2862048,863.6776072,825.568458,1519.4694428,2777.718886,3993.8000492,6733.0560152,12549.6460812,21796.5593292,2022.02.17
2,GPR32.all,PRGa4,726.0807832,,1009.2078504,1052.892262,974.3505696,741.7119204,2103.4197304,3009.1166956,5710.2246688,648.9850936,13366.4155616,25986.3318476,2022.02.17
3,GPR32.all,PRGa4,728.4428624,,1861.371706,1007.4685908,910.2949788,1299.3536688,1657.5371248,2930.721344,5127.618704,8555.2655884,15541.3944052,26066.9628516,2022.02.17
4,GPR32.all,PRGa4,880.599551199999,,440.574917999999,505.33312,549.9295144,380.9741056,578.5075988,1280.729384,1756.96668559999,3545.9437936,3947.46106239999,6516.3331816,2021.10.15
5,GPR32.all,PRGa4,705.570215599999,,585.726841599999,533.6642176,615.3596412,376.3482336,476.4195296,1014.80862679999,2346.45059999999,3810.394956,4676.19967199999,6155.644004,2021.10.15
6,GPR32.all,PRGa4,527.506822,,942.624422,612.860108799999,767.481330799999,423.249631999999,681.0355424,842.098255999999,2442.1439628,3602.10660239999,3987.90098719999,5907.8876164,2021.10.15
7,GPR32.all,PRGa4,579.1689236,,653.3873924,275.5835748,379.6613848,414.45795,691.7064664,1139.8257432,2724.70374,5140.1162388,9463.3412772,18257.2934424,2022.05.20
8,GPR32.all,PRGa4,442.812968,,378.4198816,464.1761188,345.8775212,207.2303028,466.807014,1019.3770288,3068.8536052,5759.9490004,10536.0833332,20461.4272564,2022.05.20
9,GPR32.all,PRGa4,528.2097996,,240.6790128,395.6872592,379.7070512,345.2986568,259.4875536,1502.1249984,2811.5547084,4657.0526908,8982.515938,26516.4100648,2022.05.20
1,GPR32.all,PRGa5,815.5129256,,1043.0013444,1152.4227224,1515.6485688,965.4869016,1198.0476516,2507.283112,4241.692712,7372.3464332,15638.6189508,27182.9864592,2022.02.17
2,GPR32.all,PRGa5,1223.0724932,,1009.747336,1443.6233676,1268.5694648,1700.7633616,1484.7053388,2268.5360412,4010.0946016,7552.24409,14844.8651732,27953.4335536,2022.02.17
3,GPR32.all,PRGa5,733.3865772,,872.2258956,1027.840566,1158.6811716,1518.398084,1707.0579828,2588.7512496,3730.293848,7725.0721504,13440.8799144,27341.69043,2022.02.17
4,GPR32.all,PRGa5,469.083947199999,,528.1037196,862.783487999999,707.3829548,817.647847199999,789.7529536,879.107184,1504.2503692,3363.4120148,5499.4278888,7934.0312344,2021.10.15
5,GPR32.all,PRGa5,751.6248044,,400.2471288,611.421168,551.5232748,586.070308,593.984435199999,566.3773096,956.2841208,2727.012698,3704.8400028,6901.5217112,2021.10.15
6,GPR32.all,PRGa5,712.656677199999,,529.3699652,823.4928948,539.811985999999,727.477995599999,779.0526848,922.3157804,1644.22549879999,2269.52049719999,4752.4051324,5840.44574479999,2021.10.15
7,GPR32.all,PRGa5,442.9081484,,240.616656,240.558242,535.6834032,259.3268148,224.5939056,345.626568,879.0306952,2276.8423408,6834.2031152,21350.331262,2022.05.20
8,GPR32.all,PRGa5,647.3777304,,309.3780668,240.698588,276.5219372,379.818294,380.5549308,276.37812,603.619072,1604.5454348,5266.1734252,17116.4398208,2022.05.20
9,GPR32.all,PRGa5,698.7023048,,275.2429152,429.9161004,276.5375984,138.130896,276.4224648,258.97464,931.2064356,1432.0935152,5163.9231004,16306.0933332,2022.05.20
