Replicate,Receptor,Peptide,0,1.00E-13,1.00E-12,1.00E-11,1.00E-10,1.00E-09,1.00E-08,1.00E-07,1.00E-06,1.00E-05,1.00E-04,ATP,Date
8,LRWa1.R019,LRWa3,674.1219984,,743.8772424,652.667664,435.5046824,426.0702884,461.288016,398.800786,2107.505272,10408.2538548,13013.9953256,17666.6451872,2022_04_01
9,LRWa1.R019,LRWa3,577.4734116,,627.3223128,707.5387464,308.7776776,342.6538108,327.4372516,463.9800828,3059.6574632,12510.31997,16137.0811856,18746.4301848,2022_04_01
10,LRWa1.R019,LRWa3,638.45661,,480.3908064,735.292184,514.4520992,651.9262128,427.3417748,427.7817236,3381.0927104,12107.9803636,17131.0150772,18548.4008084,2022_04_01
1,LRWa.R193,LRWa1,1938.5662144,,2179.1839204,5015.377288,7548.2318668,8762.781842,9015.438198,9891.3562408,11607.5009964,9113.610596,7821.8957044,29873.9783736,2022_09_02
2,LRWa.R193,LRWa1,3140.5312148,,2570.1672844,3312.0381548,5899.83258,8328.9710696,9940.741888,8268.7525628,9068.5823668,8849.113048,6889.7905484,33517.3293876,2022_09_02
3,LRWa.R193,LRWa1,3004.4548836,,4139.9618492,6645.6933204,9547.5918264,7896.7726512,13036.5131288,14025.0131452,12929.7630272,12366.0601552,11370.994568,46366.2534008,2022_09_02
4,LRWa.R193,LRWa1,1801.679328,1364.930511,2199.2704518,1412.792976,1546.97371,1947.9793928,1724.5882368,1663.5713852,1364.6157476,2474.4847996,3383.7631968,40768.0721748,2022_08_25
5,LRWa.R193,LRWa1,2564.487108,8601.8473332,5153.668925,8277.336808,17472.8693292,18666.5962328,26245.5050364,24645.853444,26752.2482656,26822.619816,28604.0276948,54179.5087912,2022_08_25
6,LRWa.R193,LRWa1,2741.965128,3956.752471,5567.0612722,9134.4000912,16879.092278,17743.9605588,21561.5245864,22117.13538,18955.9645152,24966.6879172,26264.5242132,50809.394926,2022_08_25
7,LRWa.R193,LRWa1,2628.1059906,5250.3539173,2934.2491024,6528.6496647,5670.5289194,8284.6508699,8256.2315549,6534.0524862,8994.4636898,8901.2726007,7935.2459038,35526.6033251,2022_09_09
8,LRWa.R193,LRWa1,2286.7657654,2111.9224072,1645.5665672,4300.9558706,5710.5687156,8707.0581808,8920.2536798,8848.7911977,7331.1881484,7194.39983,9273.4308597,34889.9974934,2022_09_09
9,LRWa.R193,LRWa1,2760.1393548,1521.7395411,2270.7746211,2320.9758344,5651.1622552,8670.4634179,7888.8970383,7960.94366,8170.7116005,9175.2774003,8460.0138687,32147.5491269,2022_09_09
1,LRWa.R193,LRWa2,2480.2265248,,2590.6356712,4015.7308532,9193.627928,12221.9276604,12892.3334396,11767.376986,12233.8704908,12660.3623624,13506.1646388,43102.2689884,2022_09_02
2,LRWa.R193,LRWa2,3470.0619716,,3041.6894144,4976.8311576,10917.8058544,14696.7121664,13927.3742864,14906.0359012,16063.4667188,15654.1474884,17167.6985468,42766.8512716,2022_09_02
3,LRWa.R193,LRWa2,2732.657796,,2569.7416332,4994.2690508,12368.5425992,14015.6235964,14550.980632,16906.0724696,15804.0269768,16919.1790832,19333.262128,41003.735894,2022_09_02
4,LRWa.R193,LRWa2,3515.4717153,1540.7199161,1817.616844,3311.7036049,4988.4421755,7505.9863973,9321.3896223,10110.9268425,11428.5059084,11748.8362414,11550.1441034,37081.4012085,2022_09_09
5,LRWa.R193,LRWa2,3007.4372823,2682.2361073,2120.2097352,2207.8788644,5462.6752646,9827.39439609999,9056.7124311,8091.8846622,11352.0230538,9898.1218768,10908.9407896,36050.7876337,2022_09_09
6,LRWa.R193,LRWa2,3290.2075664,2111.2052885,2006.4579592,2303.3279,6409.7531777,6589.4899766,8820.7814706,8143.3370858,11087.8596607,9954.7080061,7906.6815197,36827.4930503,2022_09_09
1,LRWa.R193,LRWa3,17354.3559816,,18095.988868,17472.691456,15522.527832,20279.1698368,19034.013552,20059.3043536,22802.0663808,21098.5106544,17740.3693312,43169.2695544,2022_09_02
2,LRWa.R193,LRWa3,12793.803036,,16604.1357464,14600.8834176,16622.985332,21693.0922664,21445.5602568,21789.5397864,23771.2118008,22918.0630504,18068.0095376,45034.48222,2022_09_02
3,LRWa.R193,LRWa3,15202.1114616,,12385.370764,14874.3691264,18942.3726384,22750.9215448,23584.4229424,18535.9403752,20699.7706032,21813.9036952,19218.0559776,46459.7174784,2022_09_02
4,LRWa.R193,LRWa3,7808.1369602,6815.4554448,7140.0068964,8924.193163,8641.5877578,10979.5335064,,10071.9542378,11364.3662956,11559.9475608,10179.1147016,33860.2694904,2022_09_09
5,LRWa.R193,LRWa3,8665.2060378,8207.6063868,5262.2898174,10829.4114794,10588.586351,11113.6599268,,10247.1910016,14665.0432102,13403.1806908,12294.0648656,33627.5615948,2022_09_09
6,LRWa.R193,LRWa3,9083.2473644,7164.2287732,,7516.2798526,10144.4608044,9840.919053,,10987.7293288,12845.024316,13211.3793284,9969.20580799999,36162.5565824,2022_09_09
1,LRWa3.R204,LRWa1,3581.7017884,,3217.3142832,3359.3989476,137.4206256,3275.650084,10939.0382596,31445.707096,42745.6108048,43134.76465,39250.9891044,67400.9892964,2022_09_02
2,LRWa3.R204,LRWa1,3464.9666268,,2354.577884,2496.1281292,39.303684,2411.587342,6588.1800896,33314.6878204,37166.7830852,42170.1809508,38459.2259356,73132.585188,2022_09_02
3,LRWa3.R204,LRWa1,2981.7256516,,2609.2976516,2749.8372128,117.8278696,2432.0228372,9039.623754,35141.050914,46545.026848,42592.4277236,38657.448108,76021.2545952,2022_09_02
4,LRWa3.R204,LRWa1,4031.3190074,3432.3362256,3606.254944,2412.4812276,2749.4593476,3701.6232866,12079.581554,33575.9937344,45088.2699542,41176.1442852,37552.514942,63654.5923684,2022_09_09
5,LRWa3.R204,LRWa1,4316.3078468,2647.500899,2244.5444696,2317.0180908,2558.393612,2818.3995426,10067.1472392,32504.9104864,42990.0532718,42245.903212,36375.8950034,70163.1613462,2022_09_09
6,LRWa3.R204,LRWa1,4069.4296406,2761.1923128,2819.7773486,2049.2182486,2252.1236494,2492.9095472,8245.1519878,32922.119873,43815.9115692,40109.7348318,41070.0324872,64988.4334258,2022_09_09
1,LRWa3.R204,LRWa2,4355.6227628,,2335.0161248,2790.342102,117.970468,2745.8723032,2685.8266996,21944.2075432,48099.2332632,50446.9498208,45109.5582352,81457.6136692,2022_09_02
2,LRWa3.R204,LRWa2,3350.3787088,,2394.0491692,2986.7690748,118.059592,3608.5324896,2959.8320556,23373.8374872,42784.8245668,47736.0983528,50481.7235688,63257.3755432,2022_09_02
3,LRWa3.R204,LRWa2,3890.9399716,,2944.370854,2318.445538,157.2833892,2569.313756,3019.2016824,17155.2588992,37810.4434692,44449.6079632,45751.258992,64419.4811084,2022_09_02
4,LRWa3.R204,LRWa2,4410.0226402,3950.5808474,2340.5646204,2948.3508512,2291.799313,2377.850314,4065.3518708,15565.0330956,45909.2425276,53089.990722,44689.6053268,70525.562087,2022_09_09
5,LRWa3.R204,LRWa2,4826.8723782,4083.9958658,2493.3210378,1895.466719,2081.4371494,1974.541361,3623.3347886,12854.242872,37564.626914,37796.019363,35959.194295,61510.4444294,2022_09_09
6,LRWa3.R204,LRWa2,5394.306186,3222.3875228,2801.4527356,3447.2143936,2902.606116,2434.2021102,4449.29289,12782.1035234,26339.2534332,44117.5764484,37228.8012752,88143.7979736,2022_09_09
1,LRWa3.R204,LRWa3,11143.1994104,,10025.5174576,7966.8780672,12187.8060112,41987.0925808,55389.925552,54542.7740536,60861.7486168,65946.589304,57607.8868336,86475.973116,2022_09_02
2,LRWa3.R204,LRWa3,9842.2230032,,11561.0317704,18930.4455552,29008.2554008,46397.9968728,53285.0008112,60201.533896,56118.6140912,60965.9987504,57425.5429712,79531.9208192,2022_09_02
3,LRWa3.R204,LRWa3,9257.802068,,8852.1258464,10093.3575808,15882.1440864,45067.920164,49456.2627416,53788.0177976,61696.5312272,61920.7954048,64187.8154384,85458.1689176,2022_09_02
1,LRWa2.R213,LRWa1,10140.4235432,,8548.5792788,9055.5594396,9666.317104,7321.9220176,9286.9202304,14119.7277812,18265.2348232,18112.1807208,17420.9544748,41279.61126,2022_09_02
2,LRWa2.R213,LRWa1,13373.58679,,12607.0668476,9995.2973624,11236.4790236,9010.2639392,11802.0563476,22455.6627444,21626.8696412,22315.3393756,18629.6021296,41315.9472168,2022_09_02
3,LRWa2.R213,LRWa1,14902.8869788,,8175.1257944,9584.4970996,9313.0296904,9344.0051772,12298.1512768,19475.179244,20918.3960036,21394.0351404,19461.499734,52602.4264752,2022_09_02
4,LRWa2.R213,LRWa1,7093.4894358,6726.8846988,5682.7094798,5119.2641532,5490.911689,5617.489583,8676.2012322,12831.286657,20616.213898,14614.390155,15102.8258668,35091.3387836,2022_09_09
5,LRWa2.R213,LRWa1,9454.385868,6918.0790374,4641.3329052,4638.7788398,4897.5481748,5520.5492262,9348.872592,14996.7669674,17441.066079,16206.7948194,17641.3748656,37309.3853006,2022_09_09
6,LRWa2.R213,LRWa1,8369.0721716,8113.4932194,6280.5701668,5522.7624964,4723.4468224,6020.4777968,11559.3646664,16068.9010038,25843.3886744,19212.6850604,19575.5275442,38508.3235102,2022_09_09
7,LRWa2.R213,LRWa1,822.8478048,1964.3718772,1260.4194036,1021.1581646,1596.810804,1661.760921,1480.9445314,3703.6608984,8215.9265096,9871.6263306,10447.5258404,35016.1382334,2022_09_10
8,LRWa2.R213,LRWa1,1323.87003,1382.9438672,2080.6039858,1683.2316416,1395.8641692,1305.66722,1224.1937424,5585.1510226,11958.5481842,13925.118761,14000.3552336,40966.7091934,2022_09_10
9,LRWa2.R213,LRWa1,943.75869,1884.3070338,1799.8124024,1662.1095834,1297.3622268,988.88868,1954.8577362,6721.6075792,14370.233613,12586.1610136,12791.4543532,37059.536744,2022_09_10
1,LRWa2.R213,LRWa2,14804.0879964,,15630.3773528,17315.95013,16605.8974136,17438.5656832,21795.7644252,25558.3911584,23846.7630188,25876.5015276,25755.972894,51985.9920568,2022_09_02
2,LRWa2.R213,LRWa2,16742.5718532,,17865.7818396,21695.5240764,22252.4526908,25924.065202,28194.1740792,29705.3556044,32869.849572,30178.5052612,33360.2558204,55278.6672128,2022_09_02
3,LRWa2.R213,LRWa2,14495.193432,,13373.259654,18093.9093772,19529.196114,20605.7923504,23197.8194924,26764.9973656,26587.645192,29916.3868988,28466.9199708,46095.8449704,2022_09_02
4,LRWa2.R213,LRWa2,8599.727831,11870.8268162,9998.3867256,11684.2417966,10983.2547006,13833.6291522,17428.3065348,19086.3775616,22643.2948046,21171.5875666,17984.3323786,41748.0985942,2022_09_09
5,LRWa2.R213,LRWa2,10555.2076162,11850.9542956,9439.5586754,11489.5436212,11274.8665756,12116.6847302,17809.386336,19391.7655816,24754.4955542,21626.6417038,21537.6203098,37079.7109116,2022_09_09
6,LRWa2.R213,LRWa2,8275.9494276,9616.4785556,11595.7580488,9719.7545644,12213.3092474,13276.3496656,17331.205766,19120.4335946,24962.8612136,17000.411228,22407.2427932,41983.89917,2022_09_09
7,LRWa2.R213,LRWa2,1144.1457468,2184.6293226,2779.9121376,2382.571888,3510.135071,4235.533195,6140.2575234,11009.695181,14212.9734158,14417.9932678,15037.0988896,44368.1502164,2022_09_10
8,LRWa2.R213,LRWa2,1585.5843444,2305.6890234,2700.6903318,2643.749793,2892.9544398,2909.5812128,4086.2157012,9777.4831808,15697.4991396,15212.7624406,14395.548555,54053.5218662,2022_09_10
9,LRWa2.R213,LRWa2,903.6461028,1303.1585718,1680.2742172,2202.2580468,3012.3676224,3384.9057786,4699.050165,10834.1954386,15474.1987902,14159.1890668,14201.216397,40601.6042222,2022_09_10
1,LRWa2.R213,LRWa3,9689.9946796,7133.3284796,7172.8684164,7540.476664,6226.2864676,7765.605284,9410.7115656,10761.6081484,14873.3099228,15991.5442448,16446.1945184,28718.1209744,2022_09_09
2,LRWa2.R213,LRWa3,10949.665148,11172.3820036,7634.6852548,6807.0290344,7715.1636644,7127.3998476,8484.178222,13714.2382608,19867.6564616,,18659.3976012,24213.1882028,2022_09_09
3,LRWa2.R213,LRWa3,10222.393596,8479.6820156,7946.4977532,1157.3289644,6109.336582,6666.3544108,1696.887384,14230.5056368,21430.6643972,22338.2163796,19614.5880412,38455.0380132,2022_09_09
4,LRWa2.R213,LRWa3,2002.1692354,1880.2633168,1776.18852,1553.005656,1154.5899462,1094.731245,2224.6031268,8208.5438984,12158.3567552,13838.5780136,12725.296127,36776.1207546,2022_09_10
5,LRWa2.R213,LRWa3,2173.4469444,1210.5567082,1413.893309,2338.4077954,1789.6420018,1171.4244468,2224.7824994,8245.9270528,13676.0309272,16912.4598834,15860.1939082,39366.7306568,2022_09_10
6,LRWa2.R213,LRWa3,2174.1905992,1957.9052498,1567.8540176,1705.9069798,1616.7193692,1747.9948128,2416.691932,8477.9102746,12660.6888728,17204.2807386,15935.5321614,53449.218836,2022_09_10
1,PRGa.R028,PRGa,429.789999599999,,343.7725752,530.978948599999,666.0531126,1172.1088556,3124.58104979999,4910.92986019999,5217.63563359999,5108.69167239999,5355.24816099999,9742.4967926,2022_01_27
2,PRGa.R028,PRGa,431.456376,,414.9796558,300.154872,328.7538248,1603.56667439999,4145.6331112,5452.07976379999,6213.31174119999,6894.1442754,5577.93459859999,11424.5955794,2022_01_27
3,PRGa.R028,PRGa,518.1727238,,373.320206,385.148312799999,830.7392564,1997.03856779999,4338.3549428,6401.57527059999,7017.6965108,5829.8572938,5999.45082979999,11481.4915147999,2022_01_27
4,PRGa.R028,PRGa,829.0046878,,796.9677922,712.1488671,767.9035927,1189.42079,2824.906295,6790.253775,9728.138916,9783.419959,10939.66668,9721.488992,2021_10_13
5,PRGa.R028,PRGa,658.7096671,,934.1669443,907.7194971,624.8470707,813.2345422,2710.877618,8068.259461,9772.646835,9996.551306,10922.63668,9807.305519,2021_10_13
6,PRGa.R028,PRGa,817.3687668,,766.0468031,854.9900316,766.0686369,932.8427129,2592.463803,6915.373658,10479.94083,11563.81764,11225.54832,10407.40361,2021_10_13
7,PRGa.R028,PRGa,1431.8793572,,813.6142048,860.4599704,921.9451992,1845.8170078,5763.0452104,6768.1102906,7682.9792238,6491.3677176,7613.3257064,9557.9257228,2022_04_08
8,PRGa.R028,PRGa,780.5822492,,1027.4092628,1465.08977,1006.5391064,2188.219423,5758.6903302,8391.3375598,8418.855608,7380.5362632,7956.9452732,11250.105074,2022_04_08
9,PRGa.R028,PRGa,1051.0654652,,906.6419598,954.1080168,909.7923058,1998.940526,5879.6205546,9115.7664918,10131.3841156,9009.6255372,8341.9759724,10653.8835564,2022_04_08
1,PRGa.R032,PRGa,1413.989251,,1505.8612622,2274.8523316,2696.5358266,4300.5650032,7781.8088134,12585.5557663,21190.0589205,19619.8512545,22737.1827863,38665.0046314,2022_02_17
2,PRGa.R032,PRGa,1172.626304,,1553.0622178,2976.6082007,4340.3157935,5992.8842561,12836.8479516,20538.694351,23625.1735512,24139.1879535,28361.683379,45600.240915,2022_02_17
3,PRGa.R032,PRGa,1517.567919,,1766.1771779,2926.1212888,4025.8695118,6407.6184809,13222.0541033,22129.1174325,24869.7657186,25023.5601112,28489.9669134,53494.5474455,2022_02_17
4,PRGa.R032,PRGa,687.033743,,544.4826165,753.1821452,745.906804499999,1488.2123029,2571.50812629999,4225.45994899999,6093.7119925,7191.90622199999,7173.55218009999,9417.70539779999,2021_10_15
5,PRGa.R032,PRGa,822.535041599999,,580.5673615,648.688418,690.627889799999,1696.334251,2560.188207,4368.73611899999,6624.1404556,8101.2968124,8688.22571449999,9962.1583562,2021_10_15
6,PRGa.R032,PRGa,851.135018399999,,685.3805295,442.4904964,539.3594135,1377.9661809,2287.67535749999,4768.98822909999,7535.4248403,7413.39394859999,7915.239105,9909.6426974,2021_10_15
7,PRGa.R032,PRGa,662.6983194,,1183.078407,1991.95717,3003.5613378,6353.6908468,10292.5273042,14584.0313234,14143.3968442,15523.7961776,14616.6059744,30823.6087926,2022_05_20
8,PRGa.R032,PRGa,261.3335374,,451.8061896,450.256276,1322.1608796,3007.4408546,7198.2056268,11702.6424234,15259.943473,17520.2986754,17692.7045282,41060.2237966,2022_05_20
9,PRGa.R032,PRGa,453.4666136,,1078.7663844,606.075978,1149.85124,2324.8742076,6956.3231222,10079.645062,13897.8871222,17083.7717658,21332.1941042,41310.3295404,2022_05_20
1,PRGa.R198,PRGa,1680.8084552,,2421.03168,2117.4161064,8195.4905284,24711.4785572,35266.1000144,34969.2092348,34838.76907,36470.985398,34435.4147,55671.4253652,2022_09_02
2,PRGa.R198,PRGa,2009.2424324,,1836.0021168,2647.1522568,9272.6570844,29312.7863196,37893.1950092,42573.383548,42503.4833616,42321.0799148,36285.8304908,66559.2820276,2022_09_02
3,PRGa.R198,PRGa,1583.5300948,,1640.1191808,2607.2454984,8509.1596568,26527.8645472,40738.8918228,39776.6370936,40792.6659532,38542.6549896,30554.2393192,65628.1937436,2022_09_02
4,PRGa.R198,PRGa,2285.7615646,3378.9711108,3703.1052312,4465.5910758,12395.177518,24664.8852388,31881.002421,34455.160067,37729.1640094,35935.776799,39045.9297922,62443.6351856,2022_09_10
5,PRGa.R198,PRGa,2380.8589846,2649.8992502,3795.4836988,4140.083854,12699.1954898,27494.920863,34753.1230994,37422.6878492,36887.4316306,1420.2794736,40685.3472846,69977.8485748,2022_09_10
6,PRGa.R198,PRGa,2041.5606352,2361.520844,3454.6053372,3833.7233438,11489.0235514,25134.236333,35683.4499928,39112.6361616,38507.6989712,40475.8190642,44900.8425458,64667.3463096,2022_09_10
1,PRGa.R199,PRGa,3224.6788872,,1620.6813168,2137.0317948,5379.7578944,15579.8800656,20177.9753812,22692.7556424,21497.1487388,24115.7545116,18278.2711544,46192.6637388,2022_09_02
2,PRGa.R199,PRGa,2433.3140552,,1522.6307136,2900.9180064,9368.9801664,18511.5877412,23048.9933512,22966.3839768,22691.1109584,26069.147888,23429.344016,48698.0957856,2022_09_02
3,PRGa.R199,PRGa,1352.1559136,,1092.6616224,1667.2091016,7120.081424,16371.6939524,23591.8931576,21319.5243336,26801.6379872,25321.4367756,20171.5831528,39548.3315328,2022_09_02
4,PRGa.R199,PRGa,2899.4884972,1507.6441936,2093.5855872,2506.1525268,5603.273768,13259.7452592,16893.3113724,19828.7791812,16697.1765636,20950.8869464,17536.387952,44377.2798568,2022_09_10
5,PRGa.R199,PRGa,3319.8577644,2821.7979728,3372.118722,3846.566628,5449.190946,14636.7362584,18166.1998396,21335.5258212,20569.7370956,22466.2265032,20253.3515084,48635.0742428,2022_09_10
6,PRGa.R199,PRGa,2803.610544,1391.0688608,2654.6788516,2078.2992152,5447.9377164,14774.9438344,20965.917922,21111.0092436,20792.8186188,23369.1865452,24181.204468,54922.9863212,2022_09_10
1,PRGa.R200,PRGa,5555.345529272,,,5311.0986476,8071.596822,32287.868534,71951.3726756,79436.4332292,81790.0978908,59808.7371476,56106.620672,85026.2637952,2022_09_02
2,PRGa.R200,PRGa,8747.764603344,,,8277.6699792,14368.4944704,38710.2694728,96511.0725364,97887.665878,86907.2965136,69456.2364744,65139.9503848,91832.2625312,2022_09_02
3,PRGa.R200,PRGa,9711.290082948,,,9607.6267664,7837.8423908,34368.8911944,88224.2192656,110921.5509584,76199.1579416,67577.63503,58680.0844116,89870.8412472,2022_09_02
4,PRGa.R200,PRGa,2269.6032356,1333.6131664,1569.158628,1593.0751964,3230.1369336,12910.913274,63803.1091992,91705.0006464,83821.1371312,81665.925678,81980.8286144,89919.6260496,2022_09_10
5,PRGa.R200,PRGa,2709.899194,2918.119896,3293.2805768,3593.7190292,3853.8922344,17085.8377632,65446.8967168,83493.7313632,80197.4464396,88570.7335716,86459.214972,79086.5863484,2022_09_10
6,PRGa.R200,PRGa,2956.2225684,1758.4852112,1317.6966672,2350.75603,4279.9964984,14929.7671792,66992.0927836,79460.2800884,94524.7724996,91999.5231704,63047.8200368,93666.1157216,2022_09_10
1,PRGa.R202,PRGa,4796.567314124,,,4723.2391592,4300.506594,5195.3075788,9164.6164572,10048.8010784,9240.8544196,1149.931322,9065.8925736,31910.5286212,2022_09_02
2,PRGa.R202,PRGa,5212.53664414,,,5097.518614,5358.8717712,8223.3558336,14738.8343676,16061.87509,17064.1631144,17517.6442616,16969.2975016,38682.7350952,2022_09_02
3,PRGa.R202,PRGa,5091.093027508,,,5057.1036544,3714.0496548,8419.9832092,13730.95901,15672.9590608,14228.6547532,17386.1292388,19141.6519932,29156.0897052,2022_09_02
4,PRGa.R202,PRGa,651.9653704,1086.067296,948.91671,835.197986,1592.286572,3200.7162784,7332.9670708,11060.1105212,12946.3300104,12179.1057784,10731.5669,45631.1401652,2022_09_10
5,PRGa.R202,PRGa,555.5249852,659.3583328,484.0572996,796.3060168,950.500812,2348.04537,4741.4544212,4887.989376,6415.5449724,5698.3678448,5344.785878,35451.8517676,2022_09_10
6,PRGa.R202,PRGa,1073.44294,504.1760724,794.49636,1049.3734624,2155.2935328,3626.5987828,5527.4771092,8538.1904276,10910.0664692,9786.7765908,8671.767562,45081.232942,2022_09_10
1,PRGa.R210,PRGa,9497.0705328,,23930.8810288,30019.3204328,38603.9049128,39008.0371016,47545.5092072,44052.7162248,41158.2107208,34425.437244,39139.2973864,67262.9817416,2022_09_02
2,PRGa.R210,PRGa,8680.2776704,,19754.0107032,31361.1526656,40839.464348,41811.7024088,50007.8473936,45164.3009984,41165.209592,42870.0035888,39516.6708064,67702.1417264,2022_09_02
3,PRGa.R210,PRGa,7861.4187272,,7175.166248,13038.1603584,26259.9247296,37557.5618912,45461.7734952,36973.2060768,37612.5439472,38094.664384,28514.2499408,57147.6745584,2022_09_02
4,PRGa.R210,PRGa,958.688178,485.4487872,640.4688472,1805.9428608,11969.4610956,24403.0004948,25490.4441696,28053.551486,,,,59128.2135072,2022_09_10
5,PRGa.R210,PRGa,459.842452,776.1772512,387.7102508,1495.1610436,8829.9331708,22199.2546636,22347.34532,812.9785448,,,,2223.4570632,2022_09_10
6,PRGa.R210,PRGa,594.0382872,466.051248,620.9622064,1029.2566644,4365.7621736,9788.9729712,12312.1997896,14032.4915968,,,,31936.0469472,2022_09_10
1,PRGa.R211,PRGa,3611.54251034,3383.4787692,3598.8848424,4462.1139016,6869.3279924,12397.0163264,13619.4143284,13516.7146216,13030.687842,12071.5986752,11025.9080104,30548.9993956,2022_09_09
2,PRGa.R211,PRGa,4548.7534221,4446.2608876,4272.8536808,4286.3600516,8070.2828096,15367.9843508,14170.1325724,16020.1036744,14520.9095592,14065.0706968,13311.618512,34113.684094,2022_09_09
3,PRGa.R211,PRGa,7579.35976062,6419.8757132,8700.770846,10880.4120836,11261.141704,12919.282294,13128.7196324,11481.5441616,12024.6435936,13037.0748992,10530.105226,31391.0108432,2022_09_09
4,PRGa.R211,PRGa,3342.696414,1843.8803184,4001.7600968,2723.668406,4523.1343432,9547.4149224,12767.3298816,9215.2612748,14903.3029328,13946.4530768,13369.425746,40732.0155132,2022_09_10
5,PRGa.R211,PRGa,2554.6848664,2193.8990524,1903.9384664,1886.3778244,2854.5960576,10341.6998184,10931.280258,11716.2336048,13472.1191852,14184.3533492,11391.7022932,43728.2666448,2022_09_10
6,PRGa.R211,PRGa,2861.8457868,3863.6167496,3515.6740616,1809.0130096,3301.0591488,6499.8898416,8454.7436916,7031.3842068,6400.2041732,8072.8252324,8245.1788084,34575.6818252,2022_09_10
1,PRGa.R219,PRGa,4383.68595212,3866.3883024,5064.6777772,5043.78762,3406.8458664,5795.7612916,12192.031322,19490.3639396,21780.632192,24632.425364,23941.4442084,41636.2400072,2022_09_09
2,PRGa.R219,PRGa,5025.13152304,5528.9411064,4504.719716,3723.5194276,3889.5416644,6510.504152,14006.9010424,17699.5995308,21937.5184444,22345.8954552,19106.8258748,40178.569792,2022_09_09
3,PRGa.R219,PRGa,2854.51527756,2300.9032644,3461.0549208,3103.2277552,2573.9514544,3701.7469884,5487.980148,6962.1240588,7720.91434,7664.7227568,9255.267268,20619.76603,2022_09_09
4,PRGa.R219,PRGa,3169.2939424,2562.8986652,2349.925756,2449.9097724,2057.9651456,2697.330738,6469.5425028,12183.3085424,13953.4284472,15015.2483084,14345.4857676,41190.118474,2022_09_10
5,PRGa.R219,PRGa,4129.788246,2776.6670452,2331.6679632,2547.8559512,2409.0484992,3377.7312312,7463.735062,11243.1993648,15334.6704592,16547.9525124,17043.9177676,43190.1977268,2022_09_10
6,PRGa.R219,PRGa,4437.7345424,3261.5117796,4448.9258952,2548.6199632,2699.7301632,3921.2243488,8649.3070456,14565.181174,20089.9593844,20874.2617108,17658.870114,49790.5762292,2022_09_10
1,PRGa.R220,PRGa,8128.69957328,8448.201968,7707.4316208,6818.3147936,7835.9703712,12879.5146016,18978.1675756,20300.2990952,19796.9567028,18591.396794,14434.7632496,37960.660776,2022_09_09
2,PRGa.R220,PRGa,15725.99921286,23553.0287744,7803.5741512,7673.0143432,8626.9693444,14316.2923876,27665.9562204,29394.5811324,27157.2763036,25606.9196088,24959.4364672,42489.6155388,2022_09_09
3,PRGa.R220,PRGa,9522.34913412,10499.2431032,8538.446322,11120.5855516,11190.673982,18766.1229688,28493.248142,33288.0813836,32095.972154,31843.0086364,27775.5028068,54561.8199816,2022_09_09
4,PRGa.R220,PRGa,7445.6156928,7734.3746744,6086.714688,6635.5178864,6613.4255288,9704.891012,23867.3360224,30752.1683456,31861.3203136,33044.4721616,35779.9174048,67545.949264,2022_09_10
5,PRGa.R220,PRGa,6547.0199888,6731.9828016,5388.187584,4883.9371696,5210.6627832,7009.9228144,14479.5619808,22632.3467728,23421.4506088,19798.2911432,22833.1551048,48377.2877544,2022_09_10
6,PRGa.R220,PRGa,7062.874624,7669.5403928,5638.80096,6012.0177912,5873.5633736,11626.5299632,22527.770404,30047.7695328,29301.6601024,25935.8985112,33315.459972,60354.1565952,2022_09_10
1,PRGa.R221,PRGa,6877.5726085,7943.4562136,5852.737712,6277.4339976,5866.9469116,5654.6402072,9158.666088,18256.1062232,19690.1356048,23456.13042,19634.4255608,43007.8551752,2022_09_09
2,PRGa.R221,PRGa,7331.79280214,8523.9033028,6296.9993068,7208.9256304,5635.7555772,7225.7960808,11014.880448,19153.4294624,20376.8204968,20412.8156132,18306.0508644,40801.824242,2022_09_09
3,PRGa.R221,PRGa,8909.18335248,9144.3228356,8576.8069696,7595.4610372,8567.8300348,7339.022018,10685.5460712,15385.8224888,18285.4256336,16095.8305068,13415.0829108,33849.8281296,2022_09_09
4,PRGa.R221,PRGa,6796.6244088,7674.871888,5037.15552,5486.056444,5639.9514688,4697.4504104,6348.7871432,11118.1310608,12906.3941448,15099.6290008,22316.6858336,49080.160272,2022_09_10
5,PRGa.R221,PRGa,5116.3099312,4618.1110904,4166.052096,3580.7867464,3773.3576568,3726.7011584,4569.1640344,9215.8132656,12192.6527064,12151.1417072,18484.9116696,42381.5221376,2022_09_10
6,PRGa.R221,PRGa,6491.4897376,6591.8184944,4710.308736,5233.7641256,4104.3339088,4367.4507976,7200.8634872,13274.169756,16123.6777792,15484.8707136,20847.56762,46368.557676,2022_09_10
1,PRGa.R222,PRGa,8087.09466192,8400.0702172,7467.6633744,4395.7069368,7460.2642592,12202.2820924,17478.0405268,17810.3535704,16651.8654816,17948.4343068,14889.8135672,30241.048864,2022_09_09
2,PRGa.R222,PRGa,7655.14385087,7263.22123022,7895.4102236,5827.96035,7344.5228292,15375.2416976,22414.6887256,24106.0621768,20706.4887264,20305.945172,18201.996404,33700.4422228,2022_09_09
3,PRGa.R222,PRGa,6788.3148133,6905.721926,6579.3774332,6698.866138,7614.168812,12994.2637556,15442.1507944,16340.0548536,15606.191054,14832.7047192,16052.1271512,28601.5187844,2022_09_09
